"","genome_ID","total_n","total_seq_bp","avg_seq_bp","median_seq_bp","N50_bp","min_seq_bp","max_seq_bp"
"959","plate3.A10.pilon.contigs_renamed.fasta",74,5965732,80618,30221,203126,128,532211
"960","plate3.A11.pilon.contigs_renamed.fasta",68,6132941,90190.31,22951,236374,128,655590
"962","plate3.A1.pilon.contigs_renamed.fasta",50,6026291,120525.82,444.5,740408,128,1193758
"963","plate3.A2.pilon.contigs_renamed.fasta",45,6023796,133862.13,1271,658122,128,935991
"965","plate3.A4.pilon.contigs_renamed.fasta",44,5939766,134994.68,74544.5,284118,128,576496
"966","plate3.A5.pilon.contigs_renamed.fasta",46,5841912,126998.09,571.5,436171,128,719114
"967","plate3.A6.pilon.contigs_renamed.fasta",29,5943491,204947.97,1201,730710,128,1770328
"968","plate3.A7.pilon.contigs_renamed.fasta",32,5942795,185712.34,49346,639923,128,1213910
"969","plate3.A8.pilon.contigs_renamed.fasta",123,5999457,48776.07,17695,174488,128,673048
"970","plate3.A9.pilon.contigs_renamed.fasta",71,5851130,82410.28,12283,229299,128,605221
"971","plate3.B10.pilon.contigs_renamed.fasta",44,6130244,139323.73,62776.5,376983,128,658386
"972","plate3.B11.pilon.contigs_renamed.fasta",35,6131846,175195.6,1977,568860,128,1426916
"973","plate3.B12.pilon.contigs_renamed.fasta",273,6302781,23087.11,384,167375,128,347279
"974","plate3.B1.pilon.contigs_renamed.fasta",43,6023814,140088.7,679,658122,128,1193905
"975","plate3.B2.pilon.contigs_renamed.fasta",43,6022438,140056.7,26689,478117,128,999493
"976","plate3.B4.pilon.contigs_renamed.fasta",38,5942329,156377.08,68407.5,490969,128,927518
"977","plate3.B5.pilon.contigs_renamed.fasta",53,5836504,110122.72,81963,228027,128,429109
"978","plate3.B6.pilon.contigs_renamed.fasta",46,5944424,129226.61,53858.5,284140,128,640173
"979","plate3.B7.pilon.contigs_renamed.fasta",29,5942014,204897.03,55564,639929,128,1104708
"980","plate3.B8.pilon.contigs_renamed.fasta",65,5998133,92278.97,45369,211744,128,673048
"982","plate3.C10.pilon.contigs_renamed.fasta",45,5939240,131983.11,84691,346472,128,667646
"983","plate3.C11.pilon.contigs_renamed.fasta",50,5945184,118903.68,2545,567928,128,694652
"984","plate3.C12.pilon.contigs_renamed.fasta",66,6237083,94501.26,22665,235957,128,576751
"985","plate3.C1.pilon.contigs_renamed.fasta",67,5943772,88713.01,1277,357796,128,650220
"986","plate3.C2.pilon.contigs_renamed.fasta",55,5985035,108818.82,19995,259777,128,875460
"987","plate3.C3.pilon.contigs_renamed.fasta",36,5981869,166163.03,100833,390880,128,669616
"988","plate3.C4.pilon.contigs_renamed.fasta",32,5920187,185005.84,2664.5,694707,128,874509
"989","plate3.C5.pilon.contigs_renamed.fasta",136,6016796,44241.15,333.5,491873,128,714043
"990","plate3.C6.pilon.contigs_renamed.fasta",35,5837974,166799.26,93805,436171,128,719114
"991","plate3.C8.pilon.contigs_renamed.fasta",33,6009238,182098.12,77564,556452,128,804876
"992","plate3.C9.pilon.contigs_renamed.fasta",46,5999806,130430.57,75141.5,253276,128,594701
"993","plate3.D10.pilon.contigs_renamed.fasta",46,5941818,129169.96,67326,235354,128,927550
"994","plate3.D11.pilon.contigs_renamed.fasta",41,5944834,144995.95,1894,551425,128,831449
"995","plate3.D1.pilon.contigs_renamed.fasta",54,5974111,110631.69,3533.5,542846,128,725840
"997","plate3.D4.pilon.contigs_renamed.fasta",26,5918897,227649.88,79272,715367,128,874491
"998","plate3.D5.pilon.contigs_renamed.fasta",101,5997664,59382.81,414,244545,128,636905
"999","plate3.D6.pilon.contigs_renamed.fasta",64,5839762,91246.28,44701,212834,128,505523
"1000","plate3.D8.pilon.contigs_renamed.fasta",24,6009625,250401.04,664.5,804876,128,1557533
"1001","plate3.D9.pilon.contigs_renamed.fasta",39,5984487,153448.38,66476,483552,128,1065639
"1002","plate3.E10.pilon.contigs_renamed.fasta",88,5960216,67729.73,33542,167043,128,461649
"1003","plate3.E11.pilon.contigs_renamed.fasta",55,5976711,108667.47,583,587378,128,1361142
"1005","plate3.E2.pilon.contigs_renamed.fasta",18,6076704,337594.67,2016,1437555,128,2264381
"1006","plate3.E4.pilon.contigs_renamed.fasta",36,6022624,167295.11,1963,740202,128,1193937
"1007","plate3.E5.pilon.contigs_renamed.fasta",37,5954220,160924.86,8639,647773,128,1191507
"1008","plate3.E6.pilon.contigs_renamed.fasta",71,5990544,84373.86,42357,194240,128,451479
"1009","plate3.E7.pilon.contigs_renamed.fasta",39,6097086,156335.54,42842,525939,128,773043
"1010","plate3.E8.pilon.contigs_renamed.fasta",28,6057970,216356.07,23007.5,542507,128,1426916
"1011","plate3.E9.pilon.contigs_renamed.fasta",66,5960632,90312.61,60428.5,184027,128,490557
"1012","plate3.F10.pilon.contigs_renamed.fasta",67,5976599,89202.97,2425,311479,128,701344
"1013","plate3.F11.pilon.contigs_renamed.fasta",31,5944351,191753.26,1894,623599,128,1515068
"1014","plate3.F12.pilon.contigs_renamed.fasta",21,5940247,282868.9,186959,687132,128,875993
"1015","plate3.F1.pilon.contigs_renamed.fasta",54,6026150,111595.37,52016,345759,128,602058
"1016","plate3.F2.pilon.contigs_renamed.fasta",69,6033320,87439.42,1807,341763,128,595675
"1017","plate3.F5.pilon.contigs_renamed.fasta",43,5953738,138459.02,63070,300320,128,772424
"1019","plate3.F7.pilon.contigs_renamed.fasta",31,6058560,195437.42,19797,568553,128,1426916
"1021","plate3.G11.pilon.contigs_renamed.fasta",298,5712127,19168.21,334,425656,128,819351
"1022","plate3.G12.pilon.contigs_renamed.fasta",37,6060286,163791.51,631,558136,128,1426915
"1023","plate3.G1.pilon.contigs_renamed.fasta",56,5978131,106752.34,448.5,858818,128,1253282
"1024","plate3.G2.pilon.contigs_renamed.fasta",28,6079084,217110.14,377.5,897647,128,1437556
"1025","plate3.G3.pilon.contigs_renamed.fasta",47,5959165,126790.74,27360,364088,128,672914
"1027","plate3.G5.pilon.contigs_renamed.fasta",47,5975783,127144.32,559,1451350,128,1740008
"1028","plate3.G6.pilon.contigs_renamed.fasta",59,5946447,100787.24,46569,260780,128,683698
"1029","plate3.G7.pilon.contigs_renamed.fasta",37,5943464,160634.16,3249,623599,128,811020
"1030","plate3.G8.pilon.contigs_renamed.fasta",84,5950620,70840.71,584,357796,128,650220
"1031","plate3.G9.pilon.contigs_renamed.fasta",52,6028021,115923.48,37824.5,316362,128,714657
"1032","plate3.H1.pilon.contigs_renamed.fasta",55,5976550,108664.55,522,1029781,128,1054487
"1033","plate3.H2.pilon.contigs_renamed.fasta",46,5958050,129522.83,76227,274349,128,546010
"1034","plate3.H5.pilon.contigs_renamed.fasta",44,5973840,135769.09,1668.5,725721,128,1076823
"1035","plate3.H6.pilon.contigs_renamed.fasta",24,5941041,247543.38,96026.5,639929,128,1757887
"1036","plate3.H7.pilon.contigs_renamed.fasta",35,5943398,169811.37,1201,566540,128,1378226
"1037","plate3.H8.pilon.contigs_renamed.fasta",17,6076897,357464.53,351,1437556,128,2135425
"1038","plate3.H9.pilon.contigs_renamed.fasta",70,5895164,84216.63,7471.5,259516,128,650220
"1039","plate4.A10.pilon.contigs_renamed.fasta",25,6076425,243057,156232,898826,128,1148361
"1040","plate4.A11.pilon.contigs_renamed.fasta",56,5930031,105893.41,48847.5,244076,128,611851
"1041","plate4.A1.pilon.contigs_renamed.fasta",120,6242213,52018.44,7723.5,163762,128,438629
"1045","plate4.A7.pilon.contigs_renamed.fasta",40,5619203,140480.08,70659.5,309070,128,706795
"1046","plate4.A8.pilon.contigs_renamed.fasta",38,5690024,149737.47,2827,586461,128,1134307
"1047","plate4.A9.pilon.contigs_renamed.fasta",19,6074406,319705.58,112333,890184,128,1438534
"1048","plate4.B10.pilon.contigs_renamed.fasta",41,5963167,145443.1,70479,334384,128,748332
"1049","plate4.B11.pilon.contigs_renamed.fasta",35,5963146,170375.6,106196,497439,128,819929
"1050","plate4.B1.pilon.contigs_renamed.fasta",77,5927312,76978.08,50293,177956,128,385403
"1051","plate4.B2.pilon.contigs_renamed.fasta",48,5940569,123761.85,62182,268442,128,814868
"1052","plate4.B3.pilon.contigs_renamed.fasta",40,5944625,148615.62,916,542608,128,1881211
"1053","plate4.B4.pilon.contigs_renamed.fasta",53,5874605,110841.6,20191,343973,128,789763
"1056","plate4.B8.pilon.contigs_renamed.fasta",48,5917758,123286.62,62749,226208,128,1106196
"1057","plate4.B9.pilon.contigs_renamed.fasta",38,5921974,155841.42,468.5,848640,128,1350338
"1058","plate4.C10.pilon.contigs_renamed.fasta",58,5996418,103386.52,14748,336547,128,632540
"1059","plate4.C11.pilon.contigs_renamed.fasta",27,5895522,218352.67,52653,567481,128,992123
"1061","plate4.C2.pilon.contigs_renamed.fasta",43,5943077,138211.09,71848,399675,128,788362
"1062","plate4.C3.pilon.contigs_renamed.fasta",48,5937309,123693.94,103657,192273,128,399388
"1064","plate4.C6.pilon.contigs_renamed.fasta",59,6295280,106699.66,46263,262386,128,762708
"1065","plate4.C7.pilon.contigs_renamed.fasta",33,5968700,180869.7,156108,296268,128,630606
"1066","plate4.C8.pilon.contigs_renamed.fasta",53,6110666,115295.58,25762,331267,128,590942
"1067","plate4.C9.pilon.contigs_renamed.fasta",44,6110866,138883.32,27686,371044,128,786884
"1068","plate4.D10.pilon.contigs_renamed.fasta",17,6074577,357328.06,77444,890123,128,1462849
"1069","plate4.D11.pilon.contigs_renamed.fasta",51,6289776,123328.94,2943,652330,128,1065219
"1070","plate4.D1.pilon.contigs_renamed.fasta",35,6129037,175115.34,77558,405695,128,919559
"1071","plate4.D2.pilon.contigs_renamed.fasta",36,5835202,162088.94,73704,460802,128,906752
"1072","plate4.D3.pilon.contigs_renamed.fasta",36,6098235,169395.42,64915.5,537748,128,759595
"1073","plate4.D4.pilon.contigs_renamed.fasta",65,6554457,100837.8,10000,294415,128,704741
"1074","plate4.D6.pilon.contigs_renamed.fasta",41,5982247,145908.46,53688,342858,128,669513
"1075","plate4.D8.pilon.contigs_renamed.fasta",131,6015988,45923.57,400,324798,128,835727
"1076","plate4.D9.pilon.contigs_renamed.fasta",40,5984778,149619.45,33797.5,410940,128,994280
"1077","plate4.E1.pilon.contigs_renamed.fasta",27,5920689,219284.78,163599,476505,128,711756
"1079","plate4.E4.pilon.contigs_renamed.fasta",45,6111256,135805.69,43166,292510,128,786884
"1081","plate4.E6.pilon.contigs_renamed.fasta",50,5979421,119588.42,86448.5,231204,128,592554
"1082","plate4.E8.pilon.contigs_renamed.fasta",47,5983132,127300.68,45145,324798,128,690232
"1083","plate4.E9.pilon.contigs_renamed.fasta",80,6091917,76148.96,387,409921,128,650781
"1084","plate4.F10.pilon.contigs_renamed.fasta",43,5968132,138793.77,84024,282809,128,630555
"1085","plate4.F11.pilon.contigs_renamed.fasta",51,5976515,117186.57,522,1114819,128,1253470
"1086","plate4.F12.pilon.contigs_renamed.fasta",47,5972149,127067,4731,488222,128,630855
"1087","plate4.F1.pilon.contigs_renamed.fasta",70,5994249,85632.13,14474,309975,128,680677
"1088","plate4.F2.pilon.contigs_renamed.fasta",67,5993634,89457.22,13373,282259,128,642022
"1089","plate4.F3.pilon.contigs_renamed.fasta",70,5995876,85655.37,23977,234978,128,675197
"1090","plate4.F4.pilon.contigs_renamed.fasta",55,5966271,108477.65,30321,572653,128,727329
"1091","plate4.F5.pilon.contigs_renamed.fasta",54,5964829,110459.8,69908,234715,128,533567
"1092","plate4.F8.pilon.contigs_renamed.fasta",56,6034856,107765.29,4900,363269,128,765580
"1093","plate4.F9.pilon.contigs_renamed.fasta",40,5968574,149214.35,47362,429757,128,1067580
"1095","plate4.G1.pilon.contigs_renamed.fasta",64,5906051,92282.05,42183.5,275528,128,758785
"1096","plate4.G2.pilon.contigs_renamed.fasta",66,6138225,93003.41,57431,188481,128,435068
"1097","plate4.G3.pilon.contigs_renamed.fasta",109,6465627,59317.68,3389,237679,128,853857
"1098","plate4.G4.pilon.contigs_renamed.fasta",48,6061441,126280.02,57102,368993,128,778206
"1099","plate4.G6.pilon.contigs_renamed.fasta",24,4513310,188054.58,47327,647399,128,1056936
"1100","plate4.G8.pilon.contigs_renamed.fasta",36,5961883,165607.86,2551,605362,128,1562314
"1101","plate4.G9.pilon.contigs_renamed.fasta",48,6062546,126303.04,22338.5,338842,128,778206
"1102","plate4.H10.pilon.contigs_renamed.fasta",47,6585797,140123.34,60167,318128,128,755020
"1104","plate4.H1.pilon.contigs_renamed.fasta",102,5938751,58223.05,1183,220448,128,758930
"1106","plate4.H3.pilon.contigs_renamed.fasta",78,6155378,78915.1,398,517506,128,818535
"1107","plate4.H4.pilon.contigs_renamed.fasta",25,6080557,243222.28,163250,569977,128,787793
"1109","plate4.H6.pilon.contigs_renamed.fasta",28,4514602,161235.79,4201,647320,128,1056835
"1110","plate4.H8.pilon.contigs_renamed.fasta",51,6059547,118814.65,61203,277443,128,778206
"1111","plate4.H9.pilon.contigs_renamed.fasta",56,5968957,106588.52,57140,274836,128,740362
"1113","plate5.A11.pilon.contigs_renamed.fasta",88,6124844,69600.5,1794.5,292502,128,711713
"1114","plate5.A12.pilon.contigs_renamed.fasta",41,6127000,149439.02,67047,377857,128,568474
"1116","plate5.A2.pilon.contigs_renamed.fasta",48,6020848,125434.33,37395.5,301994,128,812014
"1117","plate5.A3.pilon.contigs_renamed.fasta",40,5943139,148578.48,46689,517256,128,1320423
"1118","plate5.A4.pilon.contigs_renamed.fasta",35,5942932,169798.06,62892,623537,128,1557377
"1119","plate5.A5.pilon.contigs_renamed.fasta",53,5742021,108340.02,549,493248,128,1360732
"1120","plate5.A6.pilon.contigs_renamed.fasta",53,5952253,112306.66,331,730710,128,2060911
"1121","plate5.A7.pilon.contigs_renamed.fasta",41,5939295,144860.85,79806,501964,128,683463
"1122","plate5.A8.pilon.contigs_renamed.fasta",66,5997292,90868.06,30970.5,199874,128,673048
"1123","plate5.A9.pilon.contigs_renamed.fasta",73,5850405,80142.53,19887,194721,128,442680
"1124","plate5.B10.pilon.contigs_renamed.fasta",59,5977905,101320.42,30894,310154,128,858291
"1125","plate5.B11.pilon.contigs_renamed.fasta",44,6129883,139315.52,67279.5,309953,128,578236
"1126","plate5.B1.pilon.contigs_renamed.fasta",54,6024210,111559.44,1793.5,401285,128,812014
"1127","plate5.B2.pilon.contigs_renamed.fasta",41,6021644,146869.37,2514,659163,128,955434
"1128","plate5.B3.pilon.contigs_renamed.fasta",30,5942728,198090.93,1566.5,730672,128,1320547
"1129","plate5.B4.pilon.contigs_renamed.fasta",34,5943157,174798.74,23604,542591,128,1478164
"1130","plate5.B5.pilon.contigs_renamed.fasta",44,5839892,132724.82,65658.5,330064,128,719114
"1131","plate5.B6.pilon.contigs_renamed.fasta",41,5944166,144979.66,3099,620491,128,1320447
"1132","plate5.B7.pilon.contigs_renamed.fasta",37,5944498,160662.11,1201,623599,128,1320547
"1133","plate5.B8.pilon.contigs_renamed.fasta",49,5999611,122441.04,2580,443989,128,1031318
"1134","plate5.B9.pilon.contigs_renamed.fasta",74,5850544,79061.41,42304.5,184052,128,366220
"1135","plate5.C10.pilon.contigs_renamed.fasta",41,5943359,144959.98,57701,296307,128,1166496
"1136","plate5.C1.pilon.contigs_renamed.fasta",67,5981659,89278.49,393,725721,128,1030010
"1137","plate5.C2.pilon.contigs_renamed.fasta",63,5943774,94345.62,3425,355339,128,650220
"1138","plate5.C3.pilon.contigs_renamed.fasta",39,5982869,153406.9,84258,390880,128,875460
"1139","plate5.C4.pilon.contigs_renamed.fasta",116,6015538,51858.09,332,617120,128,1509720
"1140","plate5.C5.pilon.contigs_renamed.fasta",57,5839829,102453.14,48710,318546,128,526995
"1141","plate5.C6.pilon.contigs_renamed.fasta",38,5838809,153652.87,95049,351660,128,645341
"1142","plate5.C7.pilon.contigs_renamed.fasta",30,5896054,196535.13,63042,572985,128,886462
"1143","plate5.C8.pilon.contigs_renamed.fasta",41,5945247,145006.02,631,623599,128,1229608
"1144","plate5.C9.pilon.contigs_renamed.fasta",48,5940511,123760.65,63919.5,262631,128,665715
"1145","plate5.D10.pilon.contigs_renamed.fasta",32,5942352,185698.5,59228,639923,128,2423983
"1146","plate5.D12.pilon.contigs_renamed.fasta",41,5942407,144936.76,62119,399426,128,978419
"1147","plate5.D1.pilon.contigs_renamed.fasta",51,5954753,116759.86,439,713564,128,913861
"1148","plate5.D2.pilon.contigs_renamed.fasta",44,5985035,136023.52,19249.5,410940,128,875460
"1149","plate5.D3.pilon.contigs_renamed.fasta",38,5982749,157440.76,87515,497886,128,875460
"1150","plate5.D4.pilon.contigs_renamed.fasta",43,5966465,138755,10133,386907,128,1036871
"1151","plate5.D5.pilon.contigs_renamed.fasta",45,5839647,129769.93,82601,330064,128,563651
"1152","plate5.D6.pilon.contigs_renamed.fasta",39,5838617,149708.13,115247,339204,128,719114
"1153","plate5.D7.pilon.contigs_renamed.fasta",35,5978161,170804.6,89663,571865,128,830577
"1154","plate5.D8.pilon.contigs_renamed.fasta",37,5944790,160670,1201,511363,128,1514990
"1155","plate5.D9.pilon.contigs_renamed.fasta",27,5942232,220082.67,51018,639935,128,1770236
"1156","plate5.E10.pilon.contigs_renamed.fasta",37,5897678,159396.7,9256,443444,128,830577
"1157","plate5.E11.pilon.contigs_renamed.fasta",49,6053624,123543.35,68248,237144,128,1072014
"1158","plate5.E12.pilon.contigs_renamed.fasta",34,5943281,174802.38,2446.5,639923,128,1378224
"1159","plate5.E1.pilon.contigs_renamed.fasta",81,5946188,73409.73,10090,211488,128,650220
"1160","plate5.E2.pilon.contigs_renamed.fasta",15,6075346,405023.07,56833,1437555,128,1826437
"1161","plate5.E3.pilon.contigs_renamed.fasta",50,5973516,119470.32,3391.5,499341,128,1054487
"1162","plate5.E4.pilon.contigs_renamed.fasta",40,5972325,149308.12,2248,764892,128,1361109
"1163","plate5.E6.pilon.contigs_renamed.fasta",58,5989764,103271.79,30329,308616,128,1008129
"1164","plate5.E7.pilon.contigs_renamed.fasta",33,6099885,184845,3173,848013,128,1426916
"1165","plate5.E8.pilon.contigs_renamed.fasta",34,6058253,178183.91,26209.5,530989,128,848013
"1166","plate5.E9.pilon.contigs_renamed.fasta",35,5964431,170412.31,93781,386442,128,748379
"1167","plate5.F10.pilon.contigs_renamed.fasta",49,5975246,121943.8,1664,725721,128,1004681
"1168","plate5.F11.pilon.contigs_renamed.fasta",47,5895671,125439.81,36571,356089,128,554086
"1169","plate5.F1.pilon.contigs_renamed.fasta",55,6090568,110737.6,292,1437555,128,2037863
"1170","plate5.F2.pilon.contigs_renamed.fasta",213,6277957,29473.98,342,737316,128,1198328
"1171","plate5.F3.pilon.contigs_renamed.fasta",48,5974463,124467.98,1796.5,725721,128,1077043
"1172","plate5.F4.pilon.contigs_renamed.fasta",53,5977331,112779.83,443,1029781,128,1451348
"1173","plate5.F5.pilon.contigs_renamed.fasta",60,5992829,99880.48,6253,270823,128,650403
"1174","plate5.F6.pilon.contigs_renamed.fasta",58,5989937,103274.78,30902,277473,128,1030664
"1175","plate5.F7.pilon.contigs_renamed.fasta",31,6058504,195435.61,42842,525939,128,820893
"1176","plate5.F8.pilon.contigs_renamed.fasta",35,5965805,170451.57,2580,555791,128,1274704
"1177","plate5.F9.pilon.contigs_renamed.fasta",39,5965715,152967.05,85480,389569,128,885247
"1178","plate5.G11.pilon.contigs_renamed.fasta",81,6237145,77001.79,42577,203990,128,333173
"1179","plate5.G12.pilon.contigs_renamed.fasta",75,6239489,83193.19,10498,218707,128,619512
"1180","plate5.G1.pilon.contigs_renamed.fasta",48,5967174,124316.12,68153,248695,128,596099
"1181","plate5.G2.pilon.contigs_renamed.fasta",21,6077332,289396.76,351,890405,128,1459588
"1182","plate5.G3.pilon.contigs_renamed.fasta",17,6075278,357369.29,221143,704038,128,1274643
"1183","plate5.G4.pilon.contigs_renamed.fasta",98,5965511,60872.56,26817.5,167541,128,597255
"1184","plate5.G5.pilon.contigs_renamed.fasta",52,5974111,114886.75,15698,431476,128,631494
"1185","plate5.G6.pilon.contigs_renamed.fasta",28,5943611,212271.82,2446.5,683706,128,1170478
"1186","plate5.G7.pilon.contigs_renamed.fasta",53,5985317,112930.51,9607,307307,128,875460
"1187","plate5.G8.pilon.contigs_renamed.fasta",70,5897758,84253.69,1681,323968,128,650220
"1188","plate5.G9.pilon.contigs_renamed.fasta",48,6026211,125546.06,40876.5,364617,128,607550
"1189","plate5.H11.pilon.contigs_renamed.fasta",78,6227835,79844.04,51007.5,181563,128,377378
"1190","plate5.H1.pilon.contigs_renamed.fasta",49,5973789,121914.06,4731,501396,128,802597
"1191","plate5.H2.pilon.contigs_renamed.fasta",53,5959821,112449.45,27360,267813,128,546010
"1192","plate5.H4.pilon.contigs_renamed.fasta",83,5975212,71990.51,3143,244360,128,782462
"1193","plate5.H5.pilon.contigs_renamed.fasta",50,5973178,119463.56,8580.5,603720,128,895721
"1194","plate5.H6.pilon.contigs_renamed.fasta",54,5984568,110825.33,35937.5,284439,128,846004
"1195","plate5.H7.pilon.contigs_renamed.fasta",33,5943371,180102.15,71848,616684,128,1470314
"1196","plate5.H8.pilon.contigs_renamed.fasta",16,6075051,379690.69,261721,684121,128,1270429
"1197","plate5.H9.pilon.contigs_renamed.fasta",27,6076064,225039.41,19830,619507,128,890178
"1198","plate6.A10.pilon.contigs_renamed.fasta",41,6084676,148406.73,335,1437555,128,2047348
"1199","plate6.A11.pilon.contigs_renamed.fasta",84,5946718,70794.26,362.5,574765,128,906464
"1200","plate6.A1.pilon.contigs_renamed.fasta",98,6250082,63776.35,1123.5,231071,128,492903
"1201","plate6.A5.pilon.contigs_renamed.fasta",330,6063245,18373.47,360,730710,128,2685195
"1202","plate6.A6.pilon.contigs_renamed.fasta",45,5947565,132168.11,405,670675,128,1514994
"1203","plate6.A7.pilon.contigs_renamed.fasta",60,6022490,100374.83,551.5,360230,128,908894
"1204","plate6.A8.pilon.contigs_renamed.fasta",45,6063992,134755.38,366,848013,128,1426916
"1205","plate6.A9.pilon.contigs_renamed.fasta",23,6078671,264290.04,328,1087448,128,2739841
"1206","plate6.B10.pilon.contigs_renamed.fasta",71,5995011,84436.77,2017,384847,128,721182
"1207","plate6.B11.pilon.contigs_renamed.fasta",57,5906679,103625.95,345,830577,128,1502595
"1208","plate6.B1.pilon.contigs_renamed.fasta",130,5962825,45867.88,344,639272,128,1113808
"1209","plate6.B2.pilon.contigs_renamed.fasta",51,6024482,118127.1,388,516576,128,1255291
"1210","plate6.B3.pilon.contigs_renamed.fasta",114,5973471,52398.87,340.5,730710,128,2685345
"1211","plate6.B4.pilon.contigs_renamed.fasta",233,6047693,25955.76,347,254539,128,450828
"1212","plate6.B5.pilon.contigs_renamed.fasta",343,6435760,18763.15,345,309406,128,565949
"1213","plate6.B6.pilon.contigs_renamed.fasta",233,6045167,25944.92,340,469922,128,647708
"1214","plate6.B7.pilon.contigs_renamed.fasta",31,5973371,192689.39,107171,684123,128,894430
"1215","plate6.B8.pilon.contigs_renamed.fasta",49,6113638,124768.12,1627,543106,128,797760
"1216","plate6.B9.pilon.contigs_renamed.fasta",33,5921025,179425,2289,694831,128,981304
"1217","plate6.C10.pilon.contigs_renamed.fasta",50,5970410,119408.2,412,648311,128,942571
"1218","plate6.C11.pilon.contigs_renamed.fasta",60,5905493,98424.88,370,608242,128,1012094
"1219","plate6.C1.pilon.contigs_renamed.fasta",92,5948179,64654.12,355.5,574765,128,906464
"1220","plate6.C2.pilon.contigs_renamed.fasta",44,5946932,135157.55,340,640179,128,1770328
"1221","plate6.C3.pilon.contigs_renamed.fasta",40,5946440,148661,328.5,729647,128,2685345
"1222","plate6.C4.pilon.contigs_renamed.fasta",219,6044276,27599.43,346,306183,128,595857
"1223","plate6.C5.pilon.contigs_renamed.fasta",210,6039164,28757.92,364.5,237884,128,800034
"1224","plate6.C6.pilon.contigs_renamed.fasta",26,5973561,229752.35,39490.5,812001,128,1471811
"1225","plate6.C7.pilon.contigs_renamed.fasta",31,5973728,192700.9,42955,512847,128,847935
"1226","plate6.C8.pilon.contigs_renamed.fasta",92,5938427,64548.12,356,427579,128,848640
"1227","plate6.C9.pilon.contigs_renamed.fasta",38,5920021,155790.03,12717,486843,128,848640
"1228","plate6.D10.pilon.contigs_renamed.fasta",222,6310226,28424.44,350,339261,128,1033666
"1229","plate6.D11.pilon.contigs_renamed.fasta",84,6000349,71432.73,1858.5,256408,128,680965
"1230","plate6.D1.pilon.contigs_renamed.fasta",58,5887232,101504,503.5,688550,128,1761197
"1231","plate6.D2.pilon.contigs_renamed.fasta",36,5899075,163863.19,992.5,502205,128,1502595
"1232","plate6.D3.pilon.contigs_renamed.fasta",40,6061318,151532.95,618.5,562152,128,864643
"1233","plate6.D4.pilon.contigs_renamed.fasta",615,6262914,10183.6,301,311022,128,1020887
"1234","plate6.D5.pilon.contigs_renamed.fasta",63,6114332,97052.89,5435,307939,128,786884
"1235","plate6.D6.pilon.contigs_renamed.fasta",65,5982077,92031.95,59314,231532,128,496235
"1236","plate6.D7.pilon.contigs_renamed.fasta",54,5981034,110759.89,58458,259782,128,890936
"1237","plate6.D8.pilon.contigs_renamed.fasta",44,5985762,136040.05,6543.5,446553,128,875460
"1238","plate6.D9.pilon.contigs_renamed.fasta",29,6076705,209541.55,112366,495404,128,890073
"1239","plate6.E10.pilon.contigs_renamed.fasta",26,6079995,233845.96,327,890405,128,2739841
"1240","plate6.E11.pilon.contigs_renamed.fasta",367,6148642,16753.79,342,395586,128,650052
"1241","plate6.E1.pilon.contigs_renamed.fasta",63,5982091,94953.83,384,1115747,128,1451350
"1242","plate6.E2.pilon.contigs_renamed.fasta",47,5968447,126988.23,2580,463825,128,748379
"1243","plate6.E3.pilon.contigs_renamed.fasta",375,6249443,16665.18,392,666959,128,930826
"1244","plate6.E4.pilon.contigs_renamed.fasta",27,5975629,221319.59,351,769812,128,847986
"1245","plate6.E6.pilon.contigs_renamed.fasta",57,5986771,105031.07,3480,315978,128,871667
"1246","plate6.E7.pilon.contigs_renamed.fasta",61,6002302,98398.39,40658,231755,128,547580
"1247","plate6.E8.pilon.contigs_renamed.fasta",47,5987396,127391.4,3299,497886,128,1343335
"1248","plate6.E9.pilon.contigs_renamed.fasta",199,6396248,32141.95,339,434218,128,1307923
"1249","plate6.F10.pilon.contigs_renamed.fasta",48,5975492,124489.42,1432.5,1042393,128,1451350
"1250","plate6.F11.pilon.contigs_renamed.fasta",54,5977236,110689.56,571,1029763,128,1451350
"1251","plate6.F12.pilon.contigs_renamed.fasta",57,5979290,104899.82,429,908615,128,1451351
"1252","plate6.F1.pilon.contigs_renamed.fasta",506,6723108,13286.77,342,326829,128,959300
"1253","plate6.F2.pilon.contigs_renamed.fasta",99,6006949,60676.25,682,318442,128,680965
"1254","plate6.F3.pilon.contigs_renamed.fasta",54,5977432,110693.19,482.5,1029763,128,1361139
"1255","plate6.F4.pilon.contigs_renamed.fasta",47,5972931,127083.64,2922,760251,128,839864
"1256","plate6.F5.pilon.contigs_renamed.fasta",49,5972714,121892.12,7661,573415,128,848963
"1257","plate6.F8.pilon.contigs_renamed.fasta",66,5977542,90568.82,394,556774,128,833557
"1258","plate6.F9.pilon.contigs_renamed.fasta",45,5971639,132703.09,12770,396970,128,1253114
"1259","plate6.G10.pilon.contigs_renamed.fasta",142,6622692,46638.68,353,373260,128,951544
"1260","plate6.G1.pilon.contigs_renamed.fasta",498,6417068,12885.68,521,279815,128,759302
"1261","plate6.G2.pilon.contigs_renamed.fasta",240,5891173,24546.55,374,252593,128,623318
"1262","plate6.G3.pilon.contigs_renamed.fasta",177,6069302,34289.84,344,515305,128,1043264
"1263","plate6.G4.pilon.contigs_renamed.fasta",42,6087760,144946.67,525.5,549007,128,788003
